#      face_x        face_y        face_z
         0.27       1.00577      0.744959
     0.257261       1.01711      0.738372
     0.256522       1.02867      0.746958
     0.266421       1.02811      0.747052
         0.27       1.01725      0.746276
     0.433799       1.00936      0.741664
         0.43       1.00906      0.746654
     0.441968       1.01877      0.740136
     0.448121       1.01888      0.745569
         0.43       1.01899      0.746239
      0.44166        1.0284      0.742221
     0.448132       1.02955      0.746885
         0.43       1.02947      0.747065
     0.733813       1.03383      0.716445
         0.73       1.02854      0.717513
     0.748231        1.0302      0.706013
         0.73        1.0289      0.705964
     0.743696       1.02755      0.729779
     0.748122       1.02896      0.717507
     0.733407        1.0277      0.729538
         0.73       1.01771      0.731069
         0.75       1.00605      0.731207
         0.73       1.00597      0.743745
     0.743122       1.02286      0.742877
     0.749204       1.01667      0.743486
         0.73       1.00605      0.731207
         0.75       1.01771      0.731069
      0.73366       1.02282       0.74303
         0.73       1.01664       0.74342
         0.57      0.733117      0.779853
         0.57      0.743844      0.793266
         0.57      0.743875      0.781226
     0.866429      0.710236      0.785369
         0.87      0.720125      0.784035
         0.87      0.707869      0.795369
         0.87      0.719027      0.794332
         0.87      0.731086      0.783765
     0.857284      0.748936      0.783083
     0.866445      0.750539      0.792883
         0.87      0.742827       0.79443
     0.866112      0.748273      0.783236
         0.87      0.741344       0.78394
         0.87      0.731112      0.794348
         0.27      0.781977      0.781906
         0.27      0.793863      0.793303
         0.27      0.794216      0.780688
         0.27      0.782871      0.794485
         0.57       0.79609      0.758586
         0.57      0.794257       0.76907
         0.57      0.768659      0.781083
         0.57        0.7565       0.79301
     0.557112      0.774126       0.79247
         0.57      0.756167      0.781156
     0.566329      0.773898      0.792551
         0.57      0.767376      0.792388
         0.57      0.793932      0.780408
     0.856501      0.784027      0.785172
      0.85837      0.795415      0.778143
         0.87      0.793799      0.794414
     0.866205      0.795408      0.778766
         0.87      0.794693      0.784186
         0.87      0.782621      0.795342
         0.27      0.818745      0.781247
         0.27      0.806261      0.793752
         0.27       0.80626      0.781248
         0.27       0.81874      0.793748
         0.27      0.831198      0.781227
     0.250686      0.843394      0.780843
         0.25      0.831198      0.781227
         0.27      0.843364      0.780815
         0.57      0.818863      0.780838
     0.566219      0.808403      0.795296
         0.57      0.807441      0.790814
     0.557935      0.818382      0.794471
         0.57      0.806297      0.780847
     0.566294      0.818347      0.794477
         0.57      0.818434      0.790529
         0.57      0.831313      0.781048
         0.57      0.843766      0.781208
     0.733824      0.821916      0.766614
     0.733829      0.815814      0.771909
         0.73      0.821656      0.771674
     0.733729      0.831705       0.76447
         0.73      0.831795      0.770828
     0.749341      0.843995      0.769503
     0.749025      0.831375       0.77024
         0.73       0.84396      0.769569
     0.733817      0.813865      0.781658
         0.73      0.821055      0.781787
     0.749212      0.821251      0.793323
         0.75      0.821055      0.781787
         0.73      0.821286      0.793248
     0.858381      0.809932      0.783949
     0.858414      0.803509      0.779116
     0.866429      0.812502      0.793085
         0.87      0.805413      0.794484
     0.866211      0.803473      0.779521
         0.87      0.803848      0.784383
     0.866188      0.846117      0.790811
         0.87      0.845067      0.796601
     0.266338      0.895289      0.758206
         0.27      0.894658      0.753388
     0.257063      0.865418      0.777404
         0.27      0.854573      0.779324
     0.447898      0.894166       0.78513
     0.441331      0.894104       0.78115
     0.442754      0.886003      0.786944
     0.448013      0.884152      0.795137
     0.441623      0.879454      0.795837
         0.43      0.894282      0.794194
     0.433805      0.894103       0.78115
         0.43      0.894191      0.785129
      0.43377      0.879615      0.795806
         0.43      0.884305      0.795137
         0.57      0.881234      0.768792
         0.57      0.893698      0.768944
         0.57       0.86884      0.781354
         0.57      0.856292      0.793734
         0.57       0.85628      0.781316
         0.57      0.868757      0.793746
         0.73      0.868839      0.769101
         0.73      0.868753      0.756719
         0.73      0.855983      0.769092
         0.75      0.881271      0.756258
         0.73       0.89375      0.756251
         0.75      0.893749       0.76875
         0.73      0.881271      0.756258
         0.73      0.893749       0.76875
         0.73      0.881251       0.78125
         0.75      0.893743      0.781246
         0.75      0.881249      0.793749
         0.73      0.893726      0.793735
         0.75      0.881251       0.78125
         0.73      0.893743      0.781246
         0.73      0.881249      0.793749
     0.866187      0.856259      0.788682
         0.87      0.855988      0.796232
     0.857324      0.866715      0.789091
     0.857306      0.873565      0.795909
     0.866111      0.873022      0.796011
         0.87      0.866098      0.796449
         0.27      0.932655      0.767243
         0.27      0.943854      0.756427
         0.27      0.931292      0.756234
     0.257063      0.934582      0.777404
         0.27      0.944078      0.768447
         0.27      0.945427      0.779324
     0.441702      0.940439      0.771417
     0.448016      0.945662      0.771439
         0.43      0.946156       0.77144
     0.433431      0.905176      0.785272
         0.43      0.906172      0.794836
     0.443156      0.917839      0.789497
     0.449209      0.918433      0.795861
         0.43      0.918367      0.795894
     0.442516      0.938729      0.780578
     0.448456      0.944602      0.781504
         0.43      0.943465      0.794399
         0.43      0.945081      0.781771
     0.566164      0.936619      0.769283
         0.57      0.928948      0.769295
     0.558357      0.927747       0.75524
         0.57      0.928134      0.759482
     0.566209      0.927809       0.75526
     0.566315      0.936344      0.780874
         0.57      0.929287      0.781302
         0.57      0.930483      0.793973
         0.73      0.905794      0.793911
     0.733427      0.942784      0.777637
     0.733527      0.930422       0.78185
         0.73      0.930351      0.778043
     0.748341      0.930424      0.778055
         0.27      0.968802      0.781227
         0.27      0.956636      0.780815
         0.27      0.981255      0.781247
         0.27      0.993739      0.793752
         0.27       0.99374      0.781248
         0.27       0.98126      0.793748
     0.433847      0.966857      0.764552
      0.43343      0.979097      0.771443
         0.43      0.967548      0.771463
         0.43      0.956428       0.77126
     0.442909      0.975269       0.76868
         0.43      0.981069      0.782082
     0.448619      0.994234      0.781467
         0.45      0.981232      0.793883
         0.43      0.993769      0.793866
     0.449189      0.981701      0.781444
         0.43      0.994028        0.7818
         0.43      0.981232      0.793883
     0.558713      0.968624      0.793546
         0.57      0.968431      0.797567
         0.73      0.955768      0.756374
     0.743126      0.955665      0.773544
     0.733631       0.95576      0.773509
         0.73      0.955954      0.766566
     0.733701      0.981962      0.772351
         0.73      0.981644      0.766473
         0.75      0.981288      0.755893
         0.73      0.993786      0.756064
     0.742619      0.991809       0.77426
     0.748572       0.99294      0.767907
         0.73      0.981288      0.755893
     0.742192      0.981849      0.773156
     0.748378      0.981839      0.767331
     0.733509      0.991761      0.773411
         0.73      0.993275      0.767091
     0.924337       0.96926       0.79615
     0.266144       1.03517      0.767291
     0.266287       1.02983      0.774238
         0.27       1.02839      0.767819
         0.27       1.02834       0.75744
     0.257168       1.02993      0.774672
     0.266341       1.02468      0.784394
         0.27       1.01802      0.781907
         0.27       1.00614      0.793303
         0.27       1.00578      0.780688
     0.256884       1.02474      0.784098
     0.266712       1.03034      0.797201
         0.27       1.01713      0.794485
         0.43       1.01894      0.768855
         0.43       1.00832      0.756804
         0.45       1.01906      0.756833
      0.44935       1.00718      0.768903
         0.43       1.01906      0.756833
         0.43        1.0072      0.768883
         0.45       1.01894      0.768855
         0.43       1.03116        0.7689
         0.45       1.03099      0.756834
     0.433553       1.05243      0.760128
         0.43        1.0422      0.757893
         0.45       1.04341      0.769097
         0.43       1.03099      0.756834
         0.45       1.03116        0.7689
         0.43       1.04341      0.769097
         0.43       1.01879      0.781267
     0.449366       1.00628      0.781163
         0.43       1.00626      0.793784
         0.45       1.01875      0.793746
         0.43        1.0063      0.781184
         0.45       1.01879      0.781267
         0.43       1.01875      0.793746
         0.73       1.01813      0.769563
         0.73       1.00578       0.75598
     0.733487        1.0321      0.767159
         0.73       1.03124       0.77137
     0.748143        1.0425      0.771839
     0.748488       1.03127      0.771369
         0.73       1.04244      0.771851
         0.73       1.01898      0.781152
     0.748433       1.00583      0.780235
     0.733546       1.01001      0.802871
         0.73       1.00878      0.792332
         0.75       1.01923      0.793445
         0.73       1.00661      0.779974
         0.75       1.01898      0.781152
         0.73       1.01923      0.793445
      0.92434       1.03159      0.796652
     0.442864       1.06438      0.772744
         0.43       1.05462      0.770306
     0.433811       1.07203      0.783497
         0.43       1.06615      0.782732
         0.45       1.05576      0.781576
         0.43       1.05599      0.793898
     0.443327       1.07794      0.795676
     0.449085       1.06868      0.793436
         0.43       1.05576      0.781576
     0.441658       1.07279      0.783048
     0.448205       1.06676       0.78249
     0.433393       1.07727      0.795684
         0.43       1.06778      0.794203
         0.73       1.06845      0.783389
         0.75       1.05603      0.782316
         0.73       1.05619      0.793972
         0.75       1.06862      0.794179
         0.73       1.05603      0.782316
     0.749042       1.06894      0.782773
         0.73       1.06862      0.794179
     0.733834       1.07857      0.779063
         0.73       1.07957      0.784322
         0.75       1.08095       0.79431
     0.733616       1.08967      0.786121
     0.733556       1.10227      0.797472
         0.73       1.09213       0.79536
     0.748157        1.0797      0.783873
     0.741629       1.07877      0.778538
         0.73       1.08095       0.79431
     0.442887       1.13484      0.785264
     0.448129        1.1453      0.783826
     0.441647       1.14624       0.77858
      0.44894        1.1319      0.794461
         0.43       1.14403      0.794318
     0.433826       1.14634      0.779063
         0.43       1.14535      0.784256
         0.43       1.13263      0.795344
         0.43       1.16822      0.783579
     0.449038       1.15612      0.783056
         0.43        1.1563      0.794253
         0.45       1.16821      0.794151
         0.43        1.1565      0.783616
         0.45       1.16822      0.783579
         0.43       1.16821      0.794151
     0.433857       1.18475      0.783844
         0.43       1.17855      0.783901
         0.45       1.17876         0.794
      0.44883       1.17892      0.783541
         0.43       1.17876         0.794
     0.857342      0.584129      0.840398
     0.866231      0.594292      0.839004
         0.87      0.594305       0.84606
         0.87      0.583949      0.846402
     0.866243       0.60624      0.838847
         0.87      0.606273      0.845972
     0.857035      0.618016      0.839453
         0.87      0.618464        0.8461
     0.858348      0.628785      0.841338
         0.87      0.629817      0.846723
     0.557058      0.687013      0.818542
         0.57      0.695155      0.820338
     0.566168      0.666025      0.834326
         0.57      0.671579       0.83407
         0.57      0.669968      0.844362
     0.866159       0.69187      0.809113
         0.87      0.696964      0.808058
      0.85697      0.688493      0.819045
         0.87      0.695885      0.819051
     0.856274      0.685016      0.832515
     0.857798      0.679789      0.845248
         0.87      0.693935       0.84383
         0.87       0.69475      0.831484
     0.866427        0.6798      0.845159
         0.87      0.683982      0.845038
      0.25869      0.740572      0.818726
     0.256754      0.746834       0.82928
     0.252154      0.746128      0.818989
     0.266593      0.747017       0.82911
         0.27       0.74703      0.818995
       0.3871      0.732537      0.832423
      0.38125      0.748545      0.834369
         0.57      0.731205      0.818776
         0.57      0.743944      0.805472
         0.57      0.731249       0.80634
         0.57      0.743392      0.818673
         0.57       0.73105       0.83121
     0.566312      0.746007      0.841418
         0.57      0.740764      0.842343
         0.57      0.742721      0.831067
         0.57      0.730964      0.843751
         0.87      0.731256      0.818748
         0.85      0.731214      0.806319
         0.87      0.743791       0.80623
         0.85      0.743742      0.818788
         0.87      0.731214      0.806319
         0.85      0.731256      0.818748
         0.87      0.743742      0.818788
         0.87      0.731249      0.831251
         0.87      0.743751      0.831256
         0.87       0.73125      0.843716
         0.27        0.7689      0.831254
         0.27      0.757157      0.831164
         0.27      0.768835      0.844102
         0.27      0.781266      0.831256
         0.27      0.793723      0.843818
         0.27       0.79375      0.831251
         0.27      0.781268      0.843845
      0.38125       0.78301      0.815123
     0.386201      0.782832      0.820626
     0.733814      0.784032      0.815878
         0.73      0.783949      0.821382
     0.749014      0.793799      0.819958
     0.747985      0.783851      0.820552
         0.73      0.794304      0.820817
         0.73       0.78374      0.831491
         0.75      0.794333      0.831559
     0.742934      0.784854      0.852794
     0.748873       0.78338      0.842956
         0.73      0.794331      0.843506
         0.75       0.78374      0.831491
         0.73      0.794333      0.831559
         0.73      0.784032      0.842387
         0.87      0.768752      0.831261
         0.85      0.756253      0.831264
         0.87      0.756254      0.843742
         0.85      0.768746      0.843742
         0.87      0.756253      0.831264
         0.85      0.768752      0.831261
         0.87      0.768746      0.843742
         0.27       0.83108       0.81867
         0.25      0.831103      0.806258
         0.27      0.842544      0.806739
         0.25      0.843201      0.818512
         0.27      0.831103      0.806258
         0.25       0.83108       0.81867
         0.27      0.843201      0.818512
         0.27      0.818689      0.831224
         0.27      0.806155      0.843575
         0.27      0.806243      0.831246
         0.27      0.818211      0.842891
         0.27      0.831039      0.831164
         0.25      0.842109      0.829933
     0.250754      0.829568      0.841681
         0.25      0.831039      0.831164
     0.266419      0.852446      0.828565
         0.27      0.842109      0.829933
         0.27      0.829479      0.841622
      0.38125      0.819983      0.846541
     0.566554      0.838202       0.80803
         0.57      0.845204      0.806494
      0.55636      0.838245      0.818569
         0.57      0.845828      0.818205
     0.557381      0.840516      0.827931
         0.57      0.846621      0.828311
         0.73      0.818489      0.819081
         0.73      0.806461      0.819567
         0.73      0.831337      0.819092
         0.75      0.831251      0.806696
         0.73       0.84377      0.806257
         0.75      0.843757      0.818754
         0.73      0.831251      0.806696
         0.75      0.831337      0.819092
         0.73      0.843757      0.818754
         0.87      0.831268      0.818883
     0.850679       0.83256      0.808016
         0.87      0.843745      0.806671
         0.85      0.843725      0.818825
         0.87      0.832644      0.808074
         0.85      0.831268      0.818883
         0.87      0.843725      0.818825
         0.87      0.818748      0.831261
         0.87      0.806256      0.843732
         0.87      0.806247      0.831255
         0.87      0.818754      0.843743
     0.448026      0.883893      0.805335
     0.441625      0.878919      0.804487
         0.43      0.894217      0.806374
     0.443726      0.884563      0.817584
         0.45       0.89479      0.818586
      0.43378      0.879152      0.804516
         0.43      0.884121      0.805332
         0.43       0.89479      0.818586
     0.443171      0.888494      0.830955
     0.449175      0.895365      0.831382
         0.43      0.895488      0.831252
         0.57      0.881302      0.818556
         0.57      0.893754      0.806243
         0.57      0.881257       0.80623
         0.57      0.893902      0.818843
     0.566299      0.868156       0.83386
         0.57      0.868512      0.828858
         0.57      0.856787      0.828945
     0.566575      0.888223      0.845602
         0.57      0.895287      0.844118
         0.73      0.868743      0.818746
         0.73       0.85625       0.80625
         0.73      0.868748      0.806248
         0.73      0.856249       0.81875
         0.75      0.856243      0.831246
         0.73      0.856226      0.843735
         0.75      0.868074      0.844135
         0.73      0.856243      0.831246
         0.73      0.868074      0.844135
     0.748345      0.892857      0.827831
         0.73      0.892773      0.827818
      0.86628      0.874211      0.830996
         0.87        0.8668      0.831252
         0.87      0.856056      0.843802
     0.857417      0.873595      0.841931
         0.87      0.855886      0.831284
     0.856877       0.87486      0.831003
     0.866513      0.872863      0.841608
         0.87       0.86682      0.843144
     0.258688      0.940582      0.818621
     0.256554      0.947528      0.828857
     0.252145      0.946155      0.818577
         0.27      0.947045      0.818571
         0.43      0.931256      0.818768
         0.45      0.930708       0.80702
         0.45      0.943754      0.818756
         0.43      0.930708       0.80702
         0.45      0.931256      0.818768
         0.43      0.943754      0.818756
         0.57      0.931237      0.818784
         0.57      0.943631      0.806946
         0.57      0.931305      0.806241
         0.57      0.943728      0.818868
         0.57      0.918757      0.831247
         0.55      0.906428      0.831368
         0.57      0.906452      0.843687
         0.55      0.918771      0.843741
         0.57      0.906428      0.831368
         0.55      0.918757      0.831247
         0.57      0.918771      0.843741
     0.733853      0.916583       0.82289
         0.73      0.916096      0.816293
     0.733849      0.922026      0.816167
         0.73      0.905788      0.805969
     0.742094      0.923347      0.806275
     0.743687      0.904739      0.827112
         0.73      0.916479        0.8059
     0.733691      0.922424      0.806358
     0.733466      0.904647       0.82721
         0.73      0.905526      0.817643
      0.74269      0.916621      0.823166
     0.741675      0.923246      0.816445
         0.27      0.968961      0.831164
         0.25      0.957891      0.829933
     0.250754      0.970432      0.841681
         0.27      0.957891      0.829933
         0.25      0.968961      0.831164
         0.27      0.970521      0.841622
         0.27      0.981311      0.831224
         0.27      0.993845      0.843575
         0.27      0.993757      0.831246
         0.27      0.981789      0.842891
         0.43      0.968748      0.818739
         0.43      0.956246      0.806247
         0.43      0.968748      0.806256
         0.43      0.956248      0.818745
         0.43      0.969166      0.830721
         0.45      0.956474      0.831028
         0.43      0.956722      0.843381
         0.43      0.956474      0.831028
         0.45      0.969166      0.830721
         0.43      0.981268      0.831117
         0.45      0.993758      0.831172
     0.449231      0.981492      0.842842
         0.43      0.993767      0.843322
         0.45      0.981268      0.831117
         0.43      0.993758      0.831172
         0.43      0.981539      0.842811
     0.566256      0.985856       0.81866
         0.57       0.97874      0.818775
         0.57      0.978549      0.807759
         0.57      0.968312      0.831228
         0.57      0.956043      0.843703
      0.55697      0.975399      0.839393
         0.57       0.95617      0.831243
         0.57      0.966819      0.842462
     0.566165      0.983414      0.828519
     0.566381      0.975568       0.83933
         0.57      0.978114      0.829688
         0.91      0.981014      0.819203
     0.927985      0.982673      0.817806
     0.924718      0.981675      0.805992
     0.925687      0.993573      0.819851
         0.27       1.03104      0.818981
         0.25        1.0308      0.807221
         0.27       1.04221      0.808696
         0.25       1.04321      0.819148
         0.27        1.0308      0.807221
         0.25       1.03104      0.818981
         0.27       1.04321      0.819148
         0.27       1.01873      0.831256
         0.27       1.00628      0.843818
         0.27       1.00625       0.83125
         0.27       1.01873      0.843845
         0.27        1.0311      0.831254
     0.256754       1.05316       0.82928
         0.27       1.04284      0.831164
         0.27       1.03116      0.844102
         0.43        1.0183      0.818682
         0.43       1.00625      0.806254
         0.43       1.01875      0.806243
         0.43       1.00625      0.818753
         0.43       1.03063      0.818863
         0.45       1.03124       0.80623
         0.43       1.04373      0.806223
         0.45       1.04372      0.818387
         0.43       1.03124       0.80623
         0.45       1.03063      0.818863
         0.43       1.04372      0.818387
         0.43       1.01825      0.831587
         0.45        1.0062       0.83119
         0.43        1.0061      0.843162
     0.442512       1.02486      0.844389
     0.448444       1.01851      0.843472
         0.43        1.0062       0.83119
     0.449339       1.01831      0.831616
     0.433514       1.02415      0.844312
         0.43       1.01783      0.843058
     0.448455       1.04473      0.828684
         0.43       1.04489      0.828194
     0.743206       1.02196      0.815488
         0.73       1.02032      0.804854
         0.73       1.03274      0.817574
         0.75       1.03144      0.806162
         0.73        1.0438      0.806235
         0.75       1.04388      0.818727
         0.73       1.03144      0.806162
     0.749296       1.03268       0.81764
         0.73       1.04388      0.818727
     0.733936         1.008      0.838781
         0.73        1.0091      0.845885
     0.743984       1.01763      0.835723
         0.75       1.01948      0.844587
         0.73       1.01948      0.844587
         0.73       1.03206      0.830755
         0.75       1.04387      0.831269
         0.75       1.03124        0.8437
         0.73       1.04379      0.843761
     0.749217       1.03205      0.830703
         0.73       1.04387      0.831269
         0.73       1.03124        0.8437
         0.91       1.03125      0.819054
         0.93       1.03125      0.819054
     0.924718       1.04405      0.806131
     0.927832       1.03259      0.805608
     0.927986       1.04513      0.817822
         0.91       1.01879      0.831327
         0.93       1.01879      0.831327
     0.929159       1.00585      0.843751
     0.929121       1.01818      0.844049
         0.43       1.07988      0.818781
     0.449255       1.07916      0.807674
         0.43        1.0791      0.807767
         0.45       1.07988      0.818781
     0.433813       1.06843      0.837331
         0.43       1.06874      0.829306
     0.449109       1.05573      0.829723
         0.43       1.05625      0.829098
         0.45       1.06874      0.829306
     0.433695       1.08112      0.838378
         0.43       1.08085      0.830567
     0.449372       1.09307      0.831033
     0.433476       1.08843      0.844526
         0.43       1.09478      0.843339
     0.449315       1.08087      0.830583
         0.43       1.09309      0.831012
         0.73       1.06865      0.830976
         0.75       1.05626      0.831252
         0.73       1.05626      0.843753
         0.75       1.06883      0.843463
         0.73       1.05626      0.831252
         0.75       1.06865      0.830976
         0.73       1.06883      0.843463
         0.73       1.08105       0.83068
     0.749221       1.09244      0.830212
         0.75       1.08105       0.83068
         0.73       1.09239      0.830156
     0.911269       1.08062      0.819047
     0.927108       1.07968      0.819234
         0.93       1.09373       0.80919
      0.92598       1.08109      0.808852
         0.93       1.09372      0.819378
         0.93       1.05625      0.843761
     0.928881       1.05658      0.831147
     0.929155       1.06845      0.843764
         0.43        1.1188      0.818948
         0.43       1.10788      0.809483
         0.43       1.11895      0.807238
         0.43       1.10627      0.819113
         0.43        1.1311      0.831003
         0.45       1.14342      0.830758
         0.45       1.13081      0.842774
     0.433552       1.15309      0.840207
     0.433822       1.14206      0.848127
         0.43       1.14233      0.841217
         0.45        1.1311      0.831003
         0.43       1.14342      0.830758
         0.43       1.13081      0.842774
      0.73384       1.10994      0.807834
         0.73       1.10332      0.807377
     0.743408       1.11088      0.817328
     0.743612       1.10384      0.827769
     0.733475       1.10371       0.82788
         0.73       1.10338      0.817821
     0.926147       1.12878       0.84505
         0.43       1.16711      0.817196
         0.43       1.15612      0.806185
         0.45       1.16817      0.806005
         0.45       1.15591      0.818408
         0.43       1.16817      0.806005
         0.43       1.15591      0.818408
     0.442974       1.16914      0.825805
     0.448909       1.16816      0.818149
     0.442968        1.1782       0.81573
     0.448893       1.17888       0.80522
         0.43       1.17847      0.804885
     0.442986       1.16338      0.831656
     0.448907       1.15571      0.830684
         0.43        1.1547      0.829614
         0.87       0.58403      0.867384
         0.87      0.594301      0.856643
         0.87      0.583736      0.856499
      0.85711        0.5853       0.87744
         0.87      0.594326      0.868497
         0.87      0.595372      0.879638
      0.38125      0.638483      0.893849
         0.87      0.631236      0.868823
         0.87      0.643569      0.857287
         0.87       0.63121      0.856683
         0.87      0.643703      0.868957
         0.87      0.618902      0.880983
         0.87       0.60793      0.890901
         0.87      0.606584      0.880758
         0.87      0.619248      0.892607
         0.39       0.66906      0.868963
         0.39      0.681245      0.868863
         0.39      0.681256      0.881261
         0.57      0.694094      0.893811
         0.87      0.693817      0.856283
         0.87      0.683607      0.856251
         0.87      0.693664      0.868556
         0.87      0.680175      0.880757
     0.856305      0.705073      0.877064
     0.866543      0.704874      0.877214
         0.87      0.691208      0.879705
     0.866308      0.679752      0.899227
         0.87       0.67876      0.892747
         0.27      0.734035      0.870121
     0.266348      0.735623      0.861612
         0.27      0.745903      0.859235
         0.27      0.744332      0.869007
         0.27      0.733764      0.881082
     0.257332      0.733875      0.897526
         0.27       0.74449      0.892659
         0.27      0.744352      0.881099
     0.266189      0.733714      0.897316
         0.27      0.733943      0.891321
         0.39      0.718791      0.868825
         0.39      0.718753      0.881256
         0.57       0.73117      0.868722
         0.57      0.731049      0.856272
         0.57      0.743755      0.868709
         0.57      0.718749       0.88125
         0.57      0.706274       0.89375
         0.57      0.706268      0.881244
         0.57       0.71875       0.89375
         0.87      0.744819      0.855598
         0.87      0.732445      0.856196
         0.87      0.746411      0.867367
         0.27      0.781251      0.868751
         0.25      0.781239      0.856349
         0.27      0.793767      0.856314
         0.25       0.79375       0.86875
         0.27      0.781239      0.856349
         0.25      0.781251      0.868751
         0.27       0.79375       0.86875
     0.389753      0.768509      0.868659
         0.39      0.768752      0.881239
     0.566582      0.765336         0.892
         0.57      0.765873      0.880488
     0.566211      0.771097      0.879656
         0.57      0.755203       0.89359
         0.57      0.755725      0.881443
     0.558367      0.771556      0.879601
     0.733555      0.785129      0.852447
     0.733567      0.797714      0.863491
         0.73       0.79533      0.854858
     0.733656      0.795629      0.888972
     0.733808      0.790876      0.895634
         0.73      0.796612      0.894688
         0.87      0.781079      0.867707
         0.87      0.793163      0.855492
         0.87      0.781204      0.856042
      0.85674       0.77952      0.878507
     0.866151      0.767281      0.885318
     0.866584       0.77902      0.878131
         0.87      0.767807      0.878381
         0.87      0.757193      0.878381
     0.266274      0.834529      0.870271
         0.27      0.828396      0.869598
         0.27       0.81831      0.881254
         0.27      0.806218      0.893755
         0.27       0.80621      0.881251
         0.27      0.818386      0.893783
       0.2662      0.836198      0.881122
         0.27      0.829077       0.88125
         0.27      0.828134      0.892366
     0.388466      0.818421      0.869537
      0.38125      0.820946      0.857101
     0.389595      0.819158      0.881379
     0.389615      0.831776      0.881799
         0.73      0.819309      0.868092
         0.73      0.806442      0.856163
         0.73      0.818802      0.856227
         0.73      0.808395      0.866326
         0.73      0.806727      0.893695
         0.75      0.818831      0.893755
         0.73      0.818831      0.893755
         0.75      0.831247      0.893752
         0.73      0.843638      0.893769
         0.73      0.831247      0.893752
         0.87      0.819711      0.880643
     0.858276      0.821377      0.895663
     0.866246      0.821304      0.895652
         0.87      0.821165      0.891101
         0.87      0.831535      0.880965
     0.857427      0.829166      0.895227
         0.87      0.844556      0.881718
      0.86655       0.82912       0.89524
         0.87       0.83047       0.89077
      0.38125       0.86364      0.862118
     0.386225      0.866109      0.870498
      0.38125      0.870438      0.871473
      0.38125      0.855714      0.856211
     0.387356      0.867662      0.881366
      0.38125      0.873853      0.880899
      0.38274      0.874571      0.893874
         0.43      0.869304       0.86915
      0.44129      0.855529      0.868872
         0.43      0.870292      0.858696
     0.433391      0.859866      0.880374
         0.43      0.859845      0.869046
     0.433845      0.855529      0.868871
         0.43      0.881466      0.868978
     0.449362      0.881339      0.857816
         0.43      0.893675      0.856658
         0.45      0.893785      0.868796
         0.43      0.881313      0.857838
         0.45      0.881466      0.868978
         0.43      0.893785      0.868796
         0.43      0.869877      0.881135
     0.449035      0.870158      0.894059
         0.45      0.869877      0.881135
         0.43      0.870893      0.893456
      0.56618      0.887733      0.856181
         0.57      0.895857      0.855962
     0.557328      0.889483      0.866498
     0.557864      0.895531      0.873111
     0.566404      0.895514      0.872936
         0.57      0.896421      0.867464
     0.733791      0.883644      0.865898
      0.73381      0.878611      0.872303
         0.73      0.878553      0.866276
     0.748269      0.879137      0.856379
         0.73      0.878644      0.856192
     0.742644      0.878378      0.872415
     0.747999      0.879036      0.866216
     0.733225      0.867574      0.896459
         0.73      0.855269      0.894504
         0.87      0.881152      0.868949
         0.87      0.893205      0.858328
         0.87      0.879923      0.856382
         0.87      0.893228      0.869155
         0.87      0.868747      0.881257
         0.87      0.857027      0.894289
         0.87      0.868756      0.893746
         0.43      0.918752      0.868725
         0.43      0.906292      0.856266
         0.43      0.918755      0.856252
         0.43      0.906245      0.868746
         0.43      0.931154      0.868616
         0.45      0.931224      0.856233
         0.43      0.943496      0.856102
         0.45      0.943262      0.868436
         0.43      0.931224      0.856233
         0.45      0.931154      0.868616
         0.43      0.943262      0.868436
         0.43      0.918716       0.88119
         0.45      0.906243      0.881247
         0.43      0.906233      0.893741
         0.45      0.918543      0.893695
         0.43      0.906243      0.881247
         0.45      0.918716       0.88119
         0.43      0.918543      0.893695
     0.448367      0.943213       0.87801
     0.443292      0.953901      0.876986
         0.43      0.943175      0.878004
         0.57      0.931368      0.869173
         0.57       0.94353      0.856001
         0.57      0.931251       0.85625
         0.57      0.908133      0.895181
         0.57      0.918888      0.893769
         0.57      0.931713      0.881835
         0.57      0.943735      0.893736
         0.57      0.943741      0.881252
         0.57      0.931258       0.89375
     0.856307      0.912438      0.881407
     0.866264      0.911321       0.89342
         0.87        0.9039      0.893464
         0.87      0.904026       0.88127
         0.91      0.931342      0.869163
         0.93      0.931342      0.869163
     0.926262      0.931147      0.857764
     0.928112      0.944468      0.868669
         0.91      0.919254      0.881294
         0.93      0.919254      0.881294
     0.926126      0.906828      0.893882
     0.926092      0.906462      0.881266
         0.93      0.919256      0.893739
         0.27       0.98169      0.868746
         0.27       0.99375      0.856088
         0.27       0.99379      0.868749
       0.2662      0.963802      0.881122
         0.27      0.970923       0.88125
         0.27      0.971866      0.892366
         0.27       0.98169      0.881254
         0.25       0.99379      0.881251
         0.25      0.981614      0.893783
         0.27      0.993782      0.893755
         0.25       0.98169      0.881254
         0.27       0.99379      0.881251
         0.27      0.981614      0.893783
     0.433476      0.962978      0.857207
         0.43      0.955275       0.85581
     0.443487      0.961681      0.867257
         0.45      0.953718      0.867332
     0.433749      0.953767      0.877181
         0.43      0.953718      0.867332
     0.433472      0.984166      0.852249
     0.433815      0.996071      0.858878
         0.43      0.994994      0.853479
     0.566123      0.985422      0.882834
         0.57      0.978375       0.88218
     0.566468      0.977679      0.903173
         0.57       0.97832      0.892624
     0.624546      0.970681      0.895822
      0.62791      0.994953      0.893631
     0.624352      0.994161      0.884692
      0.61875      0.993605      0.880483
      0.62782      0.980738      0.894165
